Ammonia,Nitrite,Nitrate,temperature,humidity,ph,rainfall,label
44,26,-8,18.28362235,66.65952796,6.829199275,80.97573281,Goldfish
53,15,-9,18.83344471,58.75082029,5.716222912,79.7532896,Goldfish
70,18,-14,25.71895816,67.22190688,5.54990242,74.51490791,Goldfish
49,21,-14,25.33797709,68.49835977,6.586244581,96.46380213,Goldfish
64,9,-12,23.89114571,57.48775781,5.893093135,102.8301942,Goldfish
45,19,-15,21.53574127,71.50905983,5.918263801,102.4852929,Goldfish
48,18,-8,23.08974909,63.10459626,5.588650585,70.43473609,Goldfish
57,24,-10,25.61707368,63.4711755,6.576418207,108.8303762,Goldfish
57,5,-5,21.44526922,63.1621551,6.178056304,65.88951188,Goldfish
33,13,-11,18.51816776,55.53128131,6.641906353,90.988051,Goldfish
54,27,-5,22.53510514,67.99257471,6.489040367,64.40866039,Goldfish
34,5,-7,23.02038334,61.89472002,5.680361038,63.03843397,Goldfish
30,16,-8,24.89364635,65.61418761,6.625404348,87.9298085,Goldfish
68,14,-9,25.77175115,74.089114,6.524478032,107.4931917,Goldfish
45,26,-12,19.39851734,62.35750641,5.696205468,60.95197486,Goldfish
56,25,-9,21.54156232,59.64024162,6.803931519,109.7515385,Goldfish
68,5,-12,23.79746068,74.82913698,6.252797548,91.76337172,Goldfish
46,27,-12,18.9802729,74.52600826,6.092725883,94.26249353,Goldfish
69,26,-13,24.10859207,73.13112261,6.234330356,71.07562236,Goldfish
30,14,-7,24.7947077,70.04556743,5.722579819,76.72860067,Goldfish
44,18,-13,21.63162756,60.27766379,6.430616465,69.21803098,Goldfish
59,30,-13,25.37548751,57.21025565,5.983952675,101.7004306,Goldfish
39,21,-7,22.21738222,72.85462807,6.80163854,106.6213157,Goldfish
66,16,-8,20.58314011,69.00128641,6.499936446,66.29390357,Goldfish
31,30,-15,24.87502824,68.74248334,6.265564338,91.26056654,Goldfish
44,28,-12,20.03728219,56.35606753,6.727303282,109.024141,Goldfish
44,13,-7,25.95263264,61.89082199,6.325235159,99.57981207,Goldfish
33,13,-13,19.28889933,65.47050802,6.807487794,71.3195307,Goldfish
69,6,-10,20.57981887,65.34583901,6.671085817,78.34604471,Goldfish
47,6,-7,24.71417533,56.73426469,6.648725327,88.45361858,Goldfish
57,30,-7,20.27317074,63.91281869,6.439071996,62.50351892,Goldfish
30,8,-13,18.41932981,64.23580251,6.474476516,76.41312437,Goldfish
64,24,-13,23.39128187,61.74427165,5.871647806,107.3198135,Goldfish
65,8,-8,19.84939404,61.24500053,5.730617109,100.7689246,Goldfish
54,14,-9,21.869274,61.91044947,5.850439831,107.2681929,Goldfish
47,28,-11,22.8056033,56.50768935,5.791649933,101.5952794,Goldfish
36,14,-10,19.0781471,69.02298571,6.740000688,80.72515943,Goldfish
33,5,-14,22.02720976,65.35549924,6.272417541,83.73280082,Goldfish
49,15,-10,23.80546189,59.24537979,5.715208817,89.9622014,Goldfish
42,30,-5,18.52510753,69.0276233,5.773454729,88.10234397,Goldfish
37,21,-6,23.50297882,61.32026065,5.584171461,64.77791424,Goldfish
56,6,-6,26.54986394,72.89187265,5.787268394,73.33636055,Goldfish
46,18,-12,19.29563411,69.63481219,5.77597783,83.21030571,Goldfish
45,23,-12,20.68899915,59.4375337,6.864793607,103.651438,Goldfish
51,15,-7,19.32666088,68.034493,6.192360003,84.22969177,Goldfish
43,15,-9,24.60532218,73.58868502,6.636803223,96.59195302,Goldfish
41,5,-6,22.27373646,59.52193158,5.826426917,67.96704792,Goldfish
66,24,-8,25.70196694,61.33450447,6.960358276,83.20711308,Goldfish
69,9,-12,19.20129357,68.30578978,6.11275104,87.85092352,Goldfish
32,18,-10,21.70181447,60.47470519,6.708446922,95.71388473,Goldfish
56,7,-14,20.51716779,59.21235483,5.561510732,67.61013737,Goldfish
64,20,-11,23.30355338,73.62548442,5.873242491,97.59081274,Goldfish
46,9,-6,24.2547451,55.64709899,6.995843776,64.23845455,Goldfish
47,22,-13,24.86374934,65.7420046,5.714799723,75.82270467,Goldfish
44,9,-7,22.6265115,65.77472881,6.78073637,88.17251033,Goldfish
51,19,-10,18.04185513,60.61494304,5.513697923,104.2321615,Goldfish
33,12,-9,23.26237612,72.33125523,5.798423908,67.10225139,Goldfish
69,8,-9,22.88330922,71.59722446,6.352471866,67.72777298,Goldfish
60,22,-5,25.97482359,69.36385721,6.822586546,103.2234212,Goldfish
38,10,-11,26.14384005,66.20569924,6.655426355,107.2361366,Goldfish
30,27,-6,18.66116213,61.55327249,6.121294041,75.03247667,Goldfish
41,22,-12,25.10787449,55.97732754,5.790770203,78.16077693,Goldfish
31,29,-13,23.33844615,59.24580604,6.47444292,105.0083144,Goldfish
58,8,-15,25.08239719,65.92195844,6.455116637,62.49190812,Goldfish
35,30,-8,25.36768364,72.52054555,6.606984086,107.9124111,Goldfish
48,7,-8,25.34217103,63.31801994,6.330554389,74.52082026,Goldfish
48,28,-15,25.00933355,67.816568,6.528631266,62.91359494,Goldfish
62,30,-7,18.66746724,71.516474,5.721667141,69.93293255,Goldfish
49,29,-13,20.37999665,63.73849998,6.644205485,108.5054416,Goldfish
61,25,-15,18.09300227,72.61024172,6.376651091,78.96159541,Goldfish
46,21,-12,26.16985907,71.96246617,6.247040422,79.84925393,Goldfish
57,18,-5,18.65396672,61.37879671,6.656730008,93.62039175,Goldfish
41,30,-8,26.07470121,59.37147589,6.2048017,85.75692395,Goldfish
60,27,-6,18.92851916,72.80086137,6.158860284,82.34162918,Goldfish
37,5,-8,23.30546753,63.24648023,6.385684214,108.7603001,Goldfish
30,24,-11,18.74826712,62.49878458,6.417820493,70.23401597,Goldfish
53,28,-7,19.74213321,59.66263104,6.381201909,65.50861389,Goldfish
53,27,-11,25.73044432,70.74739256,6.877869005,98.73771338,Goldfish
10,42,47,17.02498456,16.98861173,7.485996067,88.55123143,Rosy Barb
-7,42,54,19.02061277,17.13159126,6.920251378,79.92698081,Rosy Barb
9,28,55,17.88776475,15.40589717,5.996932037,68.54932919,Rosy Barb
-8,42,55,18.86805647,15.65809214,6.391173589,88.51048983,Rosy Barb
6,37,47,18.36952567,19.56381041,7.152811172,79.26357665,Rosy Barb
2,43,51,20.45078582,15.40312102,5.988992796,92.68373702,Rosy Barb
28,40,54,20.6543203,16.60820843,6.231049028,74.6631118,Rosy Barb
29,40,54,17.3348681,18.74926979,7.550808267,82.61734721,Rosy Barb
12,32,45,18.17912258,18.90426935,7.010570541,81.84997529,Rosy Barb
-2,44,51,18.01272266,18.30968112,8.753795334,81.98568791,Rosy Barb
28,36,49,20.99373558,19.33470387,8.718192847,93.55280105,Rosy Barb
13,36,49,19.46233971,15.22538951,7.976607593,74.58565097,Rosy Barb
28,33,51,19.81344531,14.69765308,6.515499549,78.96514709,Rosy Barb
-7,32,55,18.97424756,19.5161216,8.490127142,80.7108745,Rosy Barb
-3,32,47,18.19737048,14.71070537,6.576415562,70.18185181,Rosy Barb
-2,42,54,18.72963144,19.18197264,6.481783043,71.58010169,Rosy Barb
20,26,46,20.99502153,19.8601304,7.966605025,73.50734019,Rosy Barb
9,41,54,20.28155898,16.39535215,8.140825437,82.52339655,Rosy Barb
-5,48,46,17.48042641,15.7559405,7.228963452,66.96980581,Rosy Barb
1,40,47,20.88818675,14.32313811,6.492546046,90.46228334,Rosy Barb
-4,50,53,17.08498521,16.14565756,7.528599957,71.31007253,Rosy Barb
-5,38,47,20.09340593,15.11279612,7.701446446,85.74904898,Rosy Barb
1,48,46,17.57212145,14.99927489,8.519975748,89.31050665,Rosy Barb
30,38,53,19.12065218,18.43475844,6.620900869,85.52950164,Rosy Barb
29,32,53,18.57665902,19.22008229,8.104396058,72.94940441,Rosy Barb
-8,37,48,17.16606398,14.42457525,6.204090835,72.32667516,Rosy Barb
6,35,50,18.2872007,16.67921616,6.051091339,74.87445574,Rosy Barb
29,30,54,19.03025305,18.66725565,7.690962338,94.70992037,Rosy Barb
24,47,55,17.1418614,17.0662427,7.829211144,83.74606679,Rosy Barb
13,38,51,17.47809436,17.93253975,6.761599706,78.92060234,Rosy Barb
-2,46,52,20.56601874,14.25803981,6.654425315,83.75937135,Rosy Barb
12,49,55,17.22385224,15.82069268,6.129533877,76.57580954,Rosy Barb
2,30,53,19.69141713,19.44225438,8.829273328,91.76071648,Rosy Barb
-8,48,46,17.84851658,19.09172907,8.621662982,76.32470713,Rosy Barb
1,49,45,18.8202251,16.1074793,8.204862075,89.73119396,Rosy Barb
-2,28,51,17.47500984,16.54314829,6.18042747,93.35034262,Rosy Barb
27,28,47,18.72649425,17.58406365,7.978996755,81.20176515,Rosy Barb
19,25,48,18.65580107,16.17772668,7.863113671,81.70769297,Rosy Barb
16,46,47,18.2356751,19.68538502,6.967843048,83.74879344,Rosy Barb
24,31,47,18.81198127,15.21618225,6.206582193,77.5429424,Rosy Barb
8,30,46,18.65054116,17.80852431,8.868741443,77.92798682,Rosy Barb
29,25,49,20.36720401,16.89574311,8.766128654,82.2545577,Rosy Barb
6,46,45,18.38120357,16.63805158,8.736337905,70.52056697,Rosy Barb
27,38,51,17.17012591,17.30457712,8.081095263,72.78624223,Rosy Barb
5,36,51,19.37101121,15.77458129,6.138243973,85.24819851,Rosy Barb
5,34,48,17.92845928,14.27327988,7.496645259,85.37378769,Rosy Barb
22,30,49,19.45339934,18.23490739,8.380185271,75.6317566,Rosy Barb
-3,46,53,19.12829388,14.92241479,6.289614016,89.61857826,Rosy Barb
27,30,54,19.1034283,17.26184541,6.586777189,75.49101167,Rosy Barb
22,38,48,17.48504075,16.96070581,6.89655198,86.05078037,Rosy Barb
13,49,49,19.40751744,18.98030507,7.806747656,80.25064637,Rosy Barb
14,44,55,20.18649426,19.63719995,7.150681303,78.26039559,Rosy Barb
-6,25,48,17.30287885,15.15405941,6.64919573,75.57790384,Rosy Barb
-1,47,45,17.50361137,15.48083156,7.778591618,72.9446671,Rosy Barb
-10,30,48,18.17234999,14.70085967,6.358740355,90.7760707,Rosy Barb
26,37,48,17.57445618,16.71826572,8.255450758,77.81891424,Rosy Barb
7,36,55,20.93175255,18.91295403,6.456148474,78.06910795,Rosy Barb
19,41,46,19.71098332,17.63879418,6.613072145,85.57925437,Rosy Barb
29,39,50,19.07937684,17.86754927,8.165359297,69.40619137,Rosy Barb
-10,49,47,18.54988627,16.02542689,7.64867466,76.32565249,Rosy Barb
-6,26,55,18.19903647,17.41333199,6.545888558,80.6405403,Rosy Barb
21,42,45,18.88852533,14.99451145,7.104224797,80.1113384,Rosy Barb
27,43,55,18.49311205,14.72115044,7.358099622,91.94595352,Rosy Barb
-8,34,52,19.48974337,17.17260319,6.4740245,87.51312796,Rosy Barb
22,43,49,17.25769499,18.74943955,7.840339389,94.00287214,Rosy Barb
-1,45,45,19.62416326,18.71483156,7.064790365,88.4585692,Rosy Barb
14,29,48,20.67526473,19.85388984,7.599033472,84.78344008,Rosy Barb
11,39,52,20.02381489,16.63294455,6.715587232,68.97806542,Rosy Barb
22,26,55,20.1187446,14.44228303,6.81712422,88.68168643,Rosy Barb
4,46,50,20.65691793,15.84572566,7.985417393,65.23811143,Rosy Barb
12,44,53,19.2582557,14.2804191,7.545258424,65.78042032,Rosy Barb
4,41,49,17.927806,15.85622899,7.728998197,74.63872762,Rosy Barb
-3,43,49,19.16288268,15.83500655,7.354973451,82.69766829,Rosy Barb
0,40,49,20.26942271,19.96978871,7.313122235,69.64449182,Rosy Barb
27,27,45,17.09104223,18.25142068,7.785039076,87.27444866,Rosy Barb
-3,49,52,17.06579293,17.54024066,6.307004923,70.87150577,Rosy Barb
2,41,55,20.62767492,14.44008871,6.403982316,92.06630306,Rosy Barb
1,46,52,20.8248451,17.85057083,7.599279991,79.20509212,Rosy Barb
3,45,54,19.46210401,18.72831993,7.217018459,68.81405149,Rosy Barb
17,50,47,17.18248372,16.42891834,7.561108006,72.85017344,Rosy Barb
24,32,50,17.48911699,16.39055394,7.489545074,79.45758333,Rosy Barb
17,49,48,17.48395377,14.76014523,6.609696734,65.11365631,Rosy Barb
5,27,53,19.48316794,17.44534641,7.476800943,80.4986291,Rosy Barb
23,43,47,19.71359733,18.09665739,7.325451279,73.64476535,Rosy Barb
15,31,48,19.48649305,16.06240074,6.489389282,81.5284269,Rosy Barb
7,48,49,19.95264829,14.82633099,7.786366322,88.6810311,Rosy Barb
0,45,51,19.41789736,16.80472243,6.408437886,68.4951189,Rosy Barb
7,25,52,19.45591848,18.02235902,8.423873703,78.44910564,Rosy Barb
23,35,46,20.19137759,16.41998269,8.719960893,77.33795356,Rosy Barb
-8,30,55,18.8392908,14.74071856,7.811997977,94.78189594,Rosy Barb
30,31,48,20.71219282,19.83643308,6.317153205,94.03659867,Rosy Barb
12,37,47,18.99424448,15.9362937,7.114405288,78.69707199,Rosy Barb
9,46,46,19.96837462,15.57324389,8.135900726,69.15759062,Rosy Barb
5,33,46,17.81564548,17.60756635,7.714153038,90.82097601,Rosy Barb
0,35,52,20.71424384,15.27824066,7.103798069,76.77888672,Rosy Barb
27,26,48,17.34150229,18.75626255,8.861479668,67.9545435,Rosy Barb
18,35,48,17.43732714,14.33847406,7.861128148,73.0926704,Rosy Barb
6,26,53,18.89780215,19.76182946,7.4526709,69.09512477,Rosy Barb
10,28,45,18.59190771,14.77959596,7.168096055,89.60982451,Rosy Barb
19,39,52,18.31561493,15.36143547,7.26311855,81.78710463,Rosy Barb
-17,30,-5,17.13692774,20.59541693,5.68597166,128.256862,Sterlets
-5,40,-14,19.63474332,18.90705639,5.759237003,106.3598183,Sterlets
1,25,-8,22.91350245,21.33953114,5.873171894,109.225556,Sterlets
10,34,-14,16.43340342,24.24045875,5.926676985,140.3717815,Sterlets
-28,31,-10,22.13974653,23.02251117,5.95561668,76.64128258,Sterlets
-4,35,-8,17.84806561,18.77621951,5.949949081,143.0984171,Sterlets
-13,27,-9,19.88394011,20.31564139,5.789214289,60.91974792,Sterlets
-4,50,-12,19.32509638,23.3334788,5.581021521,104.7783947,Sterlets
-13,29,-13,18.4167001,23.42829938,5.689858133,132.9801054,Sterlets
-3,29,-8,21.81167649,23.20591245,5.794158504,130.0608093,Sterlets
-2,28,-6,19.72702528,18.28173015,5.748190463,143.7630894,Sterlets
-5,27,-11,17.15432954,19.87070659,5.566522896,87.99669731,Sterlets
-2,50,-13,19.62207826,18.67170854,5.809419584,144.1567454,Sterlets
-5,30,-8,21.63149148,21.17919701,5.887263027,134.3649948,Sterlets
-18,48,-7,16.06522754,18.72479695,5.99812453,88.06638775,Sterlets
-24,47,-5,20.61162204,24.36314135,5.792744849,69.63833855,Sterlets
-8,49,-13,21.42451099,20.39659714,5.912289889,116.5206923,Sterlets
-3,50,-15,19.07096165,21.21092266,5.788386951,86.21917578,Sterlets
-20,25,-7,21.18853178,19.63438599,5.728233081,137.1948633,Sterlets
-7,35,-10,23.0429097,22.42610972,5.833940084,108.3684316,Sterlets
-11,48,-14,20.65375833,23.10538637,5.967533236,67.71768947,Sterlets
-11,35,-5,18.09551014,18.29318436,5.625096446,144.7902323,Sterlets
-8,40,-11,18.23775702,21.07643273,5.515615023,69.44951585,Sterlets
7,34,-8,17.48189735,18.8251973,5.954665349,121.9401369,Sterlets
-19,41,-13,19.9191786,21.47324158,5.74644777,82.68554379,Sterlets
-12,49,-10,20.27514686,23.2353604,5.877347515,139.7521543,Sterlets
-9,33,-13,15.77370214,19.2303162,5.979973965,108.3441414,Sterlets
-6,50,-8,16.71170642,19.17651433,5.635993966,96.77285817,Sterlets
4,30,-8,17.66148158,18.15302753,5.635231778,100.6711761,Sterlets
-14,45,-9,18.50692825,23.61670065,5.679224346,87.0513289,Sterlets
-13,47,-7,24.51324787,20.81527638,5.670062975,64.19497947,Sterlets
7,42,-12,18.87614998,24.54038287,5.724242065,105.4120514,Sterlets
10,43,-10,21.59343016,20.31871249,5.811314232,61.13872036,Sterlets
-21,47,-13,20.12373284,24.45202552,5.783425416,106.158201,Sterlets
-29,32,-7,15.43546065,18.37477907,5.607808432,139.0302034,Sterlets
3,29,-8,22.64236876,21.59396123,5.946999529,122.3886015,Sterlets
-7,29,-11,21.98560799,24.87304788,5.852046999,129.5650601,Sterlets
-24,32,-8,20.53052663,18.09224048,5.824090984,120.4509288,Sterlets
-5,33,-10,15.78601387,21.14544088,5.502999119,95.17028129,Sterlets
-23,49,-7,19.6365349,19.68751084,5.821649914,96.65888933,Sterlets
-22,42,-13,20.57341244,19.7520218,5.711439256,87.87869161,Sterlets
-3,34,-15,20.16080524,24.84207559,5.514927264,138.2362122,Sterlets
-2,36,-7,21.53989176,24.25386207,5.99616119,120.6913038,Sterlets
2,27,-12,15.53834801,23.75560241,5.695422863,107.3850593,Sterlets
-3,26,-8,19.91853092,20.70099804,5.833010958,108.6434544,Sterlets
-13,47,-6,20.76952209,18.93146941,5.568456899,109.0193712,Sterlets
-30,35,-15,23.46168338,23.22197648,5.645435626,95.84253438,Sterlets
-17,42,-9,24.32116642,21.0278674,5.821194486,60.27552528,Sterlets
4,30,-7,20.12574053,24.96969858,5.659254981,100.0497183,Sterlets
-21,50,-11,21.80619564,18.57086554,5.945465949,125.0972687,Sterlets
-19,42,-10,19.52226241,24.92607153,5.951177452,113.334026,Sterlets
-27,37,-6,17.00067625,19.90790546,5.520880014,103.2926407,Sterlets
5,39,-7,16.78791503,24.96881755,5.578410206,75.45328039,Sterlets
-27,47,-5,24.84906168,22.89464642,5.608165195,62.21292186,Sterlets
-7,32,-11,16.51783455,20.4555596,5.609435128,98.77794225,Sterlets
-8,41,-13,18.15300153,19.38602098,5.509295379,107.6907964,Sterlets
1,49,-5,23.18864385,22.3104551,5.902033406,63.38208822,Sterlets
4,29,-12,23.38002569,21.98879437,5.744117663,87.66898664,Sterlets
-18,33,-13,18.358923,19.37703396,5.717143397,138.414764,Sterlets
-3,26,-10,19.25975367,20.51346956,5.542690119,94.9533526,Sterlets
-23,33,-6,22.95458237,24.03553105,5.858617867,107.7315386,Sterlets
-6,37,-8,20.120043,22.89845607,5.618844277,104.6252153,Sterlets
-19,41,-6,21.14011423,22.7182355,5.606620346,141.6056722,Sterlets
7,44,-15,24.92360104,18.22590825,5.582178402,62.7089169,Sterlets
-5,46,-6,15.33042636,24.91506728,5.56503533,135.3315583,Sterlets
4,36,-13,18.81097271,21.27833035,5.889614577,125.084915,Sterlets
-10,39,-15,23.44260668,22.77255917,5.934136378,107.4137246,Sterlets
7,35,-14,22.8352024,18.97267518,5.683548308,63.59276673,Sterlets
-12,44,-15,24.9035819,22.27512704,5.70836603,146.4727237,Sterlets
-26,37,-5,23.78709569,24.35679348,5.948164454,119.6404412,Sterlets
7,26,-5,22.05592283,19.60379304,5.774755144,126.7265372,Sterlets
-25,29,-15,18.87492997,20.18238348,5.97229163,134.1811718,Sterlets
-19,31,-9,18.62328774,23.02410338,5.532100554,135.3378033,Sterlets
-8,50,-10,23.00884744,18.86880997,5.669560726,100.118612,Sterlets
